A,B,C,D,E,F,G,H,I,J,K
1, -56312.7109375, -2440.273681640625, -2034.1873779296875, 2511.352294921875, -16477.94921875, -2435.378662109375, -702.6716918945312, -43571.6796875, , 1714826905264.044
2, -56324.04296875, -1861.4530029296875, -1537.9786376953125, 2603.95556640625, -16489.484375, -3400.4375, -827.9308471679688, -43574.8984375, , 1714826905268.148
3, -56316.3984375, -1786.0830078125, -1451.410400390625, 2613.611572265625, -16482.845703125, -2990.595947265625, -695.9661865234375, -43550.55859375, , 1714826905271.737
4, -56299.30078125, -2321.51904296875, -1908.1905517578125, 2564.19189453125, -16461.3203125, -1959.1524658203125, -540.1298217773438, -43532.3203125, , 1714826905275.796
5, -56295.4765625, -2528.18310546875, -2088.83740234375, 2510.547607421875, -16460.8515625, -2147.57763671875, -635.4823608398438, -43550.828125, , 1714826905279.871
6, -56305.53515625, -2019.1669921875, -1651.43603515625, 2549.640869140625, -16473.255859375, -3212.414794921875, -797.9571533203125, -43571.27734375, , 1714826905283.493
7, -56300.70703125, -1709.908203125, -1376.442626953125, 2603.821533203125, -16470.037109375, -3208.994873046875, -721.3130493164062, -43558.13671875, , 1714826905287.584
8, -56281.12890625, -2149.38818359375, -1738.1385498046875, 2554.20068359375, -16453.138671875, -2140.469970703125, -531.5467529296875, -43539.8984375, , 1714826905291.644
9, -56274.82421875, -2538.509765625, -2092.525390625, 2511.553466796875, -16451.73046875, -1937.69482421875, -572.7857055664062, -43551.4296875, , 1714826905295.345
10, -56291.7890625, -2184.39111328125, -1796.677734375, 2525.568115234375, -16465.478515625, -2948.820556640625, -765.4354248046875, -43577.3125, , 1714826905299.386
11, -56299.96875, -1728.41552734375, -1396.1568603515625, 2576.127685546875, -16467.892578125, -3373.213134765625, -773.750244140625, -43570.67578125, , 1714826905302.975
12, -56283.7421875, -1985.7064208984375, -1606.77734375, 2567.410400390625, -16451.462890625, -2440.5419921875, -580.8323364257812, -43543.78515625, , 1714826905307.045
13, -56276.56640625, -2495.99658203125, -2042.703369140625, 2485.9384765625, -16446.232421875, -1819.3424072265625, -524.1707153320312, -43545.73046875, , 1714826905311.118
14, -56288.83984375, -2353.3701171875, -1927.30126953125, 2478.093017578125, -16461.455078125, -2630.978759765625, -712.93115234375, -43566.18359375, , 1714826905314.734
15, -56305.66796875, -1789.3016357421875, -1447.0517578125, 2564.59423828125, -16477.4140625, -3424.64453125, -804.6627197265625, -43571.34375, , 1714826905318.88
16, -56300.03515625, -1842.0740966796875, -1477.025390625, 2606.302490234375, -16466.08203125, -2760.06005859375, -633.5377807617188, -43555.72265625, , 1714826905322.594
17, -56283.00390625, -2397.1572265625, -1957.0738525390625, 2559.498046875, -16452.9375, -1856.5579833984375, -515.2523803710938, -43543.71875, , 1714826905326.773
18, -56287.96484375, -2465.553466796875, -2017.1552734375, 2501.2939453125, -16464.673828125, -2329.766845703125, -658.6834716796875, -43559.9453125, , 1714826905330.432
19, -56302.31640625, -1902.960205078125, -1533.6201171875, 2548.635009765625, -16484.7890625, -3328.755615234375, -803.0534057617188, -43578.65625, , 1714826905334.322
20, -56288.76953125, -1746.051025390625, -1400.2471923828125, 2597.384033203125, -16471.84765625, -3033.0419921875, -689.595947265625, -43561.0859375, , 1714826905338.159
21, -56269.86328125, -2269.6181640625, -1846.499755859375, 2532.60888671875, -16453.2734375, -1979.6043701171875, -526.9199829101562, -43532.7890625, , 1714826905342.311
22, -56269.125, -2528.250244140625, -2072.475830078125, 2461.865478515625, -16456.0234375, -2054.303955078125, -601.7536010742188, -43542.71484375, , 1714826905346.031
23, -56286.2890625, -2075.292236328125, -1682.3485107421875, 2459.7197265625, -16476.20703125, -3123.834716796875, -789.5752563476562, -43573.828125, , 1714826905350.196
24, -56287.4296875, -1718.8936767578125, -1377.247314453125, 2522.6845703125, -16476.138671875, -3250.23388671875, -746.2576293945312, -43572.41796875, , 1714826905353.869
25, -56270.33203125, -2100.7060546875, -1701.9957275390625, 2505.78662109375, -16458.302734375, -2217.583251953125, -556.4913330078125, -43550.625, , 1714826905357.938
26, -56263.0234375, -2527.244384765625, -2068.25146484375, 2440.9443359375, -16450.45703125, -1869.1644287109375, -557.0947875976562, -43552.30078125, , 1714826905361.579
27, -56277.10546875, -2214.56591796875, -1815.05078125, 2485.60302734375, -16466.55078125, -2839.05126953125, -745.4529418945312, -43569.53515625, , 1714826905365.655
28, -56287.09375, -1717.01611328125, -1394.7486572265625, 2565.331787109375, -16478.419921875, -3389.507568359375, -787.8318481445312, -43577.11328125, , 1714826905369.32
29, -56276.03125, -1935.347900390625, -1571.1038818359375, 2543.40478515625, -16465.142578125, -2530.39599609375, -609.6661376953125, -43557.8671875, , 1714826905373.429
30, -56266.77734375, -2482.786865234375, -2026.610107421875, 2481.982177734375, -16455.150390625, -1809.75341796875, -531.5467529296875, -43547.40625, , 1714826905377.642
31, -56278.37890625, -2387.903564453125, -1968.8084716796875, 2506.39013671875, -16466.013671875, -2564.8623046875, -717.1556396484375, -43560.81640625, , 1714826905381.133
0, -56293.8671875, -1824.9749755859375, -1476.690185546875, 2544.00830078125, -16479.08984375, -3420.55419921875, -814.9891967773438, -43562.2265625, , 1714826905385.376
1, -56291.3203125, -1831.010009765625, -1468.8447265625, 2571.97021484375, -16469.5, -2848.371826171875, -658.7505493164062, -43540.03125, , 1714826905389.103
2, -56276.1640625, -2378.046630859375, -1937.6278076171875, 2523.8916015625, -16454.078125, -1871.7125244140625, -514.9170532226562, -43534.8671875, , 1714826905393.216
3, -56274.2890625, -2482.451416015625, -2034.25439453125, 2472.594482421875, -16454.279296875, -2232.201416015625, -629.1121215820312, -43544.25390625, , 1714826905396.887
4, -56290.71484375, -1935.8843994140625, -1585.2525634765625, 2541.99658203125, -16467.220703125, -3295.630126953125, -800.035888671875, -43559.41015625, , 1714826905401.022
5, -56288.3671875, -1725.1297607421875, -1419.15673828125, 2603.687255859375, -16465.0078125, -3136.642333984375, -724.33056640625, -43555.5859375, , 1714826905404.734
6, -56276.76953125, -2217.248046875, -1832.2169189453125, 2534.888671875, -16454.615234375, -2067.3125, -552.468017578125, -43545.05859375, , 1714826905408.432
7, -56284.34375, -2538.643798828125, -2108.81982421875, 2462.200927734375, -16461.455078125, -2033.5838623046875, -619.0538330078125, -43551.09375, , 1714826905412.512
8, -56302.046875, -2095.945068359375, -1762.0772705078125, 2553.060546875, -16479.759765625, -3130.205078125, -828.2661743164062, -43564.37109375, , 1714826905416.643
9, -56312.171875, -1719.363037109375, -1415.1334228515625, 2592.824462890625, -16492.5, -3356.516357421875, -801.2428588867188, -43550.69140625, , 1714826905420.253
10, -56300.57421875, -2065.099853515625, -1698.5089111328125, 2549.5068359375, -16482.375, -2356.7900390625, -609.5990600585938, -43531.44921875, , 1714826905424.285
11, -56295.07421875, -2533.81591796875, -2093.59814453125, 2447.11328125, -16478.822265625, -1894.779541015625, -589.549560546875, -43538.890625, , 1714826905427.917
12, -56307.8828125, -2290.94189453125, -1885.92822265625, 2439.7373046875, -16495.115234375, -2792.85009765625, -775.8289794921875, -43569.53515625, , 1714826905432.164
13, -56313.91796875, -1751.4154052734375, -1431.0926513671875, 2514.90625, -16499.20703125, -3429.8076171875, -829.1378784179688, -43569, , 1714826905435.808
14, -56298.6953125, -1905.8436279296875, -1552.3955078125, 2496.80126953125, -16486.265625, -2621.32275390625, -644.3336791992188, -43542.109375, , 1714826905439.927
15, -56281.05859375, -2444.699462890625, -2035.1260986328125, 2450.264892578125, -16469.970703125, -1836.7767333984375, -558.3018188476562, -43525.74609375, , 1714826905443.558
16, -56291.98828125, -2408.020263671875, -2008.572265625, 2409.093017578125, -16483.11328125, -2465.754638671875, -716.6192016601562, -43558.3359375, , 1714826905447.653
17, -56305.53515625, -1833.75927734375, -1505.7921142578125, 2478.093017578125, -16494.982421875, -3380.522216796875, -831.216552734375, -43580.33203125, , 1714826905451.762
18, -56292.86328125, -1767.039306640625, -1451.008056640625, 2548.5009765625, -16477.81640625, -2918.109375, -700.8612060546875, -43555.05078125, , 1714826905455.408
19, -56278.578125, -2318.434326171875, -1908.72705078125, 2489.358154296875, -16458.97265625, -1894.91357421875, -545.8966064453125, -43539.96484375, , 1714826905459.576
20, -56287.8984375, -2492.7109375, -2055.84619140625, 2462.402099609375, -16471.244140625, -2164.00634765625, -651.5756225585938, -43559.4765625, , 1714826905463.196
21, -56303.5234375, -1978.1961669921875, -1611.9405517578125, 2504.445556640625, -16492.90234375, -3241.3154296875, -825.4498291015625, -43575.83984375, , 1714826905467.316
22, -56301.51171875, -1723.1181640625, -1384.824462890625, 2569.824462890625, -16485.59375, -3186.53125, -753.9689331054688, -43560.34765625, , 1714826905470.948
23, -56288.5703125, -2170.510498046875, -1764.2230224609375, 2557.553466796875, -16466.818359375, -2123.773193359375, -570.0364990234375, -43537.4140625, , 1714826905475.089
24, -56288.63671875, -2523.0869140625, -2066.708984375, 2504.043212890625, -16465.74609375, -1972.1612548828125, -606.58154296875, -43542.3125, , 1714826905478.735
25, -56303.32421875, -2147.041259765625, -1741.2900390625, 2524.562255859375, -16484.052734375, -3011.114990234375, -798.09130859375, -43554.44921875, , 1714826905482.852
26, -56305.33203125, -1708.0977783203125, -1349.8216552734375, 2589.605712890625, -16485.59375, -3354.906982421875, -787.1613159179688, -43541.171875, , 1714826905486.49
27, -56288.83984375, -1996.3011474609375, -1587.5994873046875, 2582.833251953125, -16468.427734375, -2385.48974609375, -593.0364379882812, -43511.59765625, , 1714826905490.6
28, -56280.5234375, -2497.00244140625, -2017.0882568359375, 2519.466064453125, -16463.064453125, -1828.8642578125, -554.41259765625, -43508.58203125, , 1714826905494.701
29, -56294.0703125, -2321.51904296875, -1863.397705078125, 2509.072509765625, -16479.626953125, -2679.660888671875, -737.3392333984375, -43532.85546875, , 1714826905498.356
30, -56301.51171875, -1780.38330078125, -1396.5592041015625, 2582.028564453125, -16486.466796875, -3414.92138671875, -811.5023193359375, -43534.66796875, , 1714826905502.457
31, -56288.5703125, -1874.93115234375, -1464.284912109375, 2593.092529296875, -16472.31640625, -2684.89111328125, -631.7943115234375, -43510.05859375, , 1714826905506.1
0, -56275.5625, -2436.9208984375, -1946.4791259765625, 2539.38134765625, -16453.005859375, -1824.2374267578125, -527.1211547851562, -43503.1484375, , 1714826905510.009
1, -56284.546875, -2466.559326171875, -1976.6539306640625, 2524.964599609375, -16459.845703125, -2370.201171875, -682.6892700195312, -43532.18359375, , 1714826905514.165
2, -56303.65625, -1912.750244140625, -1492.4481201171875, 2571.098388671875, -16475.87109375, -3345.318115234375, -816.2632446289062, -43554.58203125, , 1714826905517.846
3, -56300.7734375, -1782.0596923828125, -1385.4951171875, 2632.52099609375, -16471.37890625, -2980.001220703125, -686.7125854492188, -43537.4140625, , 1714826905521.996
4, -56284.8828125, -2322.591796875, -1838.3861083984375, 2552.256103515625, -16457.36328125, -1925.8260498046875, -522.82958984375, -43517.56640625, , 1714826905525.646
5, -56281.73046875, -2561.911865234375, -2043.7762451171875, 2486.3408203125, -16461.38671875, -2080.388427734375, -622.1383666992188, -43536.54296875, , 1714826905529.954
6, -56289.171875, -2064.697509765625, -1617.103759765625, 2531.80419921875, -16480.296875, -3137.648193359375, -788.9718017578125, -43554.78125, , 1714826905533.576
7, -56282, -1736.59619140625, -1346.8712158203125, 2611.33154296875, -16479.224609375, -3188.610107421875, -730.4996337890625, -43542.578125, , 1714826905537.625
8, -56264.83203125, -2161.726318359375, -1713.260986328125, 2570.427978515625, -16468.09375, -2147.57763671875, -552.5350341796875, -43527.2890625, , 1714826905541.252
9, -56260.0703125, -2572.640869140625, -2063.892822265625, 2497.874267578125, -16469.03125, -1880.9661865234375, -573.255126953125, -43541.23828125, , 1714826905545.341
10, -56274.01953125, -2242.997314453125, -1785.3453369140625, 2521.544677734375, -16482.912109375, -2882.03369140625, -765.5695190429688, -43562.09375, , 1714826905549.389
11, -56277.5078125, -1780.78564453125, -1378.38720703125, 2547.96435546875, -16485.86328125, -3337.606689453125, -776.9688720703125, -43550.9609375, , 1714826905552.994
12, -56263.0234375, -2011.9920654296875, -1576.2000732421875, 2548.635009765625, -16469.03125, -2426.66162109375, -583.849853515625, -43521.65625, , 1714826905557.083
13, -56252.42578125, -2518.59423828125, -2031.505126953125, 2522.550537109375, -16458.1015625, -1792.5872802734375, -530.675048828125, -43515.7578125, , 1714826905560.732
14, -56267.11328125, -2385.08740234375, -1921.19921875, 2503.7080078125, -16474.396484375, -2567.2763671875, -706.0244750976562, -43539.6953125, , 1714826905564.842
15, -56281.39453125, -1832.75341796875, -1435.719482421875, 2549.7080078125, -16487.337890625, -3378.17529296875, -800.9075927734375, -43548.61328125, , 1714826905568.98
16, -56269.66015625, -1864.2022705078125, -1452.55029296875, 2580.218017578125, -16467.490234375, -2734.10986328125, -633.3366088867188, -43525.34375, , 1714826905572.598
17, -56252.42578125, -2434.03759765625, -1941.3829345703125, 2511.41943359375, -16449.5859375, -1801.7069091796875, -515.7217407226562, -43514.88671875, , 1714826905576.68
18, -56256.046875, -2511.888671875, -2031.303955078125, 2481.982177734375, -16456.626953125, -2269.282958984375, -668.1382446289062, -43531.8515625, , 1714826905580.356
19, -56269.05859375, -1954.5257568359375, -1564.532470703125, 2536.76611328125, -16475.736328125, -3303.60986328125, -824.6451416015625, -43544.3203125, , 1714826905584.496
20, -56264.83203125, -1777.030517578125, -1395.218017578125, 2573.57958984375, -16467.154296875, -3019.295654296875, -701.53173828125, -43518.9765625, , 1714826905588.19
21, -56251.69140625, -2273.30615234375, -1814.9837646484375, 2538.57666015625, -16447.708984375, -1951.038818359375, -524.0365600585938, -43493.96484375, , 1714826905592.24
22, -56258.93359375, -2557.888671875, -2049.811279296875, 2440.5419921875, -16457.296875, -1971.49072265625, -585.99560546875, -43510.125, , 1714826905595.851
23, -56271.94140625, -2083.20458984375, -1674.7042236328125, 2522.6845703125, -16466.349609375, -3066.234375, -780.5228271484375, -43529.03515625, , 1714826905599.941
24, -56271.5390625, -1721.0394287109375, -1366.58544921875, 2594.97021484375, -16464.203125, -3232.397216796875, -751.0855712890625, -43512.671875, , 1714826905604.042
25, -56254.7734375, -2078.1083984375, -1687.2435302734375, 2601.876953125, -16446.76953125, -2221.807861328125, -568.561279296875, -43486.38671875, , 1714826905607.684
26, -56246.7265625, -2516.046142578125, -2060.7412109375, 2512.42529296875, -16443.1484375, -1833.96044921875, -556.960693359375, -43486.98828125, , 1714826905611.796
27, -56255.04296875, -2233.006103515625, -1822.4940185546875, 2508.468994140625, -16452.9375, -2779.3720703125, -744.5812377929688, -43511.3984375, , 1714826905615.437
28, -56261.8828125, -1722.7828369140625, -1384.1539306640625, 2578.876953125, -16457.162109375, -3344.044189453125, -781.6627807617188, -43516.16015625, , 1714826905619.55
29, -56244.984375, -1904.90478515625, -1537.9786376953125, 2603.888427734375, -16443.685546875, -2501.8974609375, -596.6574096679688, -43492.7578125, , 1714826905623.192
30, -56227.484375, -2448.25341796875, -2009.5780029296875, 2531.267822265625, -16436.041015625, -1775.2200927734375, -529.3339233398438, -43476.1953125, , 1714826905627.307
